call_number,title,author,status,language,location,category
b3-3_14622_75750_L_de_1,Ein Spiel,Peter Turrini,AVAILABLE,DE,B3-3,문학
b3-3_03449_26621_L_de_1,Zwischenbilanz,Johannes Twaroch,AVAILABLE,DE,B3-3,문학
b3-3_14652_22260_L_de_1,Roman in Fortsetzungen,Franz Unger,AVAILABLE,DE,B3-3,문학
b3-3_02903_78828_G_de_1,In der Stadt der Barbaren,Heinz Rudolf Unger,AVAILABLE,DE,B3-3,역사
b3-3_29589_06450_L_de_1,Geschenke des Lebens,Johannes Urzidil,AVAILABLE,DE,B3-3,문학
b3-3_26758_06450_L_de_1,Prager Triptychon,Johannes Urzidil,AVAILABLE,DE,B3-3,문학
b3-3_58392_16772_G_de_1,Erzälungen,Hannelore Valencak,AVAILABLE,DE,B3-3,역사
b3-3_40231_16772_L_de_1,Das Fenster zum Sommer,Hannelore Valencak,AVAILABLE,DE,B3-3,문학
b3-3_69167_16772_L_de_1,Vorhof der Wirklichkeit Roman,Hannelore Valencak,AVAILABLE,DE,B3-3,문학
b3-3_00436_39647_L_de_1,Lachmusäum,Karl Valentins,AVAILABLE,DE,B3-3,문학
b3-3_43952_36780_L_de_1,Vom Ende der Welt,Ernst Vasovec,AVAILABLE,DE,B3-3,문학
b3-3_20559_36780_G_de_1,Über den Rand hinaus,Ernst Vasovec,AVAILABLE,DE,B3-3,역사
b3-3_46268_36780_L_de_1,Sodom oder Das Vorbestimmle und das Zugerfügle,Ernst Vasovec,AVAILABLE,DE,B3-3,문학
b3-3_39820_58953_L_de_1,Allzeit Bereit Roman,Heinz W. Vegh,AVAILABLE,DE,B3-3,문학
b3-3_35314_73097_G_de_1,Reise aum Mittelpunkt der Erde,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_54046_73097_L_de_1,Fünf Wochen im Ballen,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_99093_73097_L_de_1,Die Kinder des Kapitaens Grant,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_22145_73097_G_de_1,Von der Erde zum Mond,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_18454_73097_L_de_1,Reise um den Mond,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_67833_73097_G_de_1,20000 Meilen unter den Meeren,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_90665_73097_G_de_1,Reise um die Erde in 80 Tagen,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_55575_73097_L_de_1,Die geheimnisvolle Insel,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_68745_73097_G_de_1,Der Kurier des Zaren,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_78724_73097_G_de_1,Der Schuss am Kilimandscharo,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_87311_73097_L_de_1,Der Stahlelefant,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_51011_73097_L_de_1,Keraban der Starrkopf,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_53340_73097_G_de_1,Das Karpatenschloss Katastrophe im Atlantik,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_58468_73097_L_de_1,Meister Antifers wunderbare Abenteuer,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_20214_73097_L_de_1,Zwei Jahre Ferien,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_67801_73097_L_de_1,Die Jagd nach dem Mentor,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_28848_73097_G_de_1,Reise durch das Sonnensystem,Jules Verne,AVAILABLE,DE,B3-3,역사
b3-3_40928_73097_L_de_1,Die Propellerinsel,Jules Verne,AVAILABLE,DE,B3-3,문학
b3-3_18486_73097_SZ_de_1,Die Eissphinx,Jules Verne,AVAILABLE,DE,B3-3,사회과학
b3-4_14203_74991_L_de_1,Der Freiheitsritter,Diego Viga,AVAILABLE,DE,B3-4,문학
b3-4_32604_05526_L_de_1,Spielbare Kurzgeschichten 1. Band,Jupp Vlatten,AVAILABLE,DE,B3-4,문학
b3-4_49630_05526_L_de_1,Spielbare Kurzgeschichten 2. Band,Jupp Vlatten,AVAILABLE,DE,B3-4,문학
b3-4_43529_57109_G_de_1,Totale Verdunkelung,Alois Vogel,AVAILABLE,DE,B3-4,역사
b3-4_15071_57109_G_de_1,Vorläufige Grabungsergebnisse,Alois Vogel,AVAILABLE,DE,B3-4,역사
b3-4_46898_94328_L_kr_1,汎韓獨逸文學시리즈IX,W.Wackenroder u. L.Tieck,AVAILABLE,KR,B3-4,문학
b3-4_35184_14399_L_en_1,A-to-nal,Herbst Wadsack,AVAILABLE,EN,B3-4,문학
b3-4_88744_11906_L_de_1,Alles Wahre ist einfach,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_85295_11906_L_de_1,Blick in die Werkstatt,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_66828_11906_L_de_1,Briefe,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_15120_11906_L_en_1,Brot,Karl Heinrich Wggerl,AVAILABLE,EN,B3-4,문학
b3-4_97521_11906_L_de_1,Das ist die stillste zeit im Jahr,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_04271_11906_L_de_1,Drei Wünsche,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_92874_11906_L_de_1,Du und Angela,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_80549_11906_L_de_1,Fröhliche Armut,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_17348_11906_G_de_1,Heiterles Herbarium,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,역사
b3-4_75111_11906_L_de_1,Kalendergeschichten,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_66222_11906_L_de_1,Kleine Münze,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_09731_11906_L_de_1,Die Kunst des Müßiggangs,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_05192_11906_L_de_1,Das Lebenshaus,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_66201_11906_L_de_1,Liebe Dinge,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_92977_11906_L_de_1,Liebhabereien,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_18127_11906_L_de_1,Lob der Wiese,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_90973_11906_L_de_1,Ein Menschen wie ich,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_71234_11906_L_de_1,Mütter,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_42952_11906_SP_de_1,Nach-Lese-Buch,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,어학
b3-4_60702_11906_L_de_1,Die Pfingstreise,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_60356_11906_L_de_1,Und es begab sich…,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_60356_11906_L_de_2,Und es begab sich…,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_38802_11906_SZ_de_1,Wagrainer Geschichtenbuch,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,사회과학
b3-4_46247_11906_L_de_1,Schweres Blut,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_58243_11906_L_de_1,Die Traumschachtel,Karl Heinrich Wggerl,AVAILABLE,DE,B3-4,문학
b3-4_25127_86693_L_de_1,Eine Welt von einem Namenlosen Das dichterische Werk,Christian Wager,AVAILABLE,DE,B3-4,문학
b3-4_21141_86693_G_de_1,Eine Welt von einem Namenlosen Lebenszeugnisse und Rezeption,Christian Wager,AVAILABLE,DE,B3-4,역사
b3-4_45261_41756_L_de_1,Tristan Und Isolde,R. Wagner,AVAILABLE,DE,B3-4,문학
b3-4_62463_51563_L_de_1,Ein Neues wird aus Geist und Demut,Hanna Waldbauer,AVAILABLE,DE,B3-4,문학
b3-4_03767_51563_L_de_1,Ohne Schilder und Zeichen,Hanna Waldbauer,AVAILABLE,DE,B3-4,문학
b3-4_24008_51563_G_de_1,Eh du geprägt wirst,Hanna Waldbauer,AVAILABLE,DE,B3-4,역사
b3-4_99288_95814_L_de_1,Prosa aus Ostereich,M. Waldenmair-Lackenbach,AVAILABLE,DE,B3-4,문학
b3-4_96749_77898_L_de_1,Süsse Frucht Bittre Frucht China,Nora Waln,AVAILABLE,DE,B3-4,문학
b3-4_66535_18519_L_de_1,Das andere Leben,Margret Walser,AVAILABLE,DE,B3-4,문학
b3-4_65856_74110_L_de_1,Beschreibung einer Form,Martin Walser,AVAILABLE,DE,B3-4,문학
b3-4_07570_74110_L_de_1,Der Grund zur Freude 99 Sprüche zur Erbauung des Bewußtseins,Martin Walser,AVAILABLE,DE,B3-4,문학
b3-4_16615_09937_G_de_1,Die ertsten Unruhen,Otto F. Walter,AVAILABLE,DE,B3-4,역사
b3-4_98485_59652_SZ_en_1,Inter Nationes,Margit von Waltershaus,AVAILABLE,EN,B3-4,사회과학
b3-4_16990_89778_L_de_1,Walther von der Vogelweide,Hans Heiz Dum,AVAILABLE,DE,B3-4,문학
b3-4_03473_75115_L_de_1,Walther von der Vogelweide Gedichte Mittelhochdeutscher Text und Übertragung,Hans Kuhn,AVAILABLE,DE,B3-4,문학
b3-4_62439_97043_L_de_1,Gedichte aus Zwentendorf,Emmerich Wanderer,AVAILABLE,DE,B3-4,문학
b3-4_23633_78204_L_de_1,Da Liachtn zua,Leopold Wan이,AVAILABLE,DE,B3-4,문학
b3-4_49149_82086_L_de_1,Deuscher und Jude,Jakob Wassermann,AVAILABLE,DE,B3-4,문학
b3-4_11798_97860_SZ_de_1,Stadtnachrichten,Grete Wassertheuer,AVAILABLE,DE,B3-4,사회과학
b3-4_03974_97860_L_de_1,Krimitime,Grete Wassertheuer,AVAILABLE,DE,B3-4,문학
b3-4_59604_95553_L_de_1,Quasi vom Himmel Gefallen,Karl Wawara,AVAILABLE,DE,B3-4,문학
b3-4_03416_32735_G_de_1,Frank Wedekind,Wolfgang Müller,AVAILABLE,DE,B3-4,역사
b3-4_03416_18327_G_de_1,Frank Wedekind,Hartmut Vicon,AVAILABLE,DE,B3-4,역사
b3-5_97902_91201_SZ_de_1,Sprechen Sie Ausländisch?,Peter Welche,AVAILABLE,DE,B3-5,사회과학
b3-5_39560_90038_L_de_1,Der exakte Schwindel,Hans Weigel,AVAILABLE,DE,B3-5,문학
b3-5_79179_90038_L_de_1,Flucht vor der Größe,Hans Weigel,AVAILABLE,DE,B3-5,문학
b3-5_40978_90038_SP_de_1,Die Leiden der jungen Wörter,Hans Weigel,AVAILABLE,DE,B3-5,어학
b3-5_15295_90038_G_de_1,Lern dieses Volk der Hirten kennen,Hans Weigel,AVAILABLE,DE,B3-5,역사
b3-5_92997_90038_G_de_1,Tirol für Anfänger,Hans Weigel,AVAILABLE,DE,B3-5,역사
b3-5_82181_54434_L_de_1,Um das Erbe der Väter,Valentine Weigl-Hallerberg,AVAILABLE,DE,B3-5,문학
b3-5_97724_36652_SP_de_1,Land-sprache,Rudolf Weilhartner,AVAILABLE,DE,B3-5,어학
b3-5_43381_51755_L_de_1,Sämtliche Werke band I Jungendwerke 1.Halbband,Josef Weinheber,AVAILABLE,DE,B3-5,문학
b3-5_69502_51755_L_de_1,Sämtliche Werke band I Jungendwerke 2.Halbband,Josef Weinheber,AVAILABLE,DE,B3-5,문학
b3-5_73920_51755_L_de_1,Sämtliche Werke band II Die Hauptwerke,Josef Weinheber,AVAILABLE,DE,B3-5,문학
b3-5_09390_51755_L_de_1,Sämtliche Werke band IV Prosa I,Josef Weinheber,AVAILABLE,DE,B3-5,문학
b3-5_94113_51755_L_de_1,Sämtliche Werke band IV Prosa II,Josef Weinheber,AVAILABLE,DE,B3-5,문학
b3-5_85672_51755_G_de_1,Wien Wörtlich,Josef Weinheber,AVAILABLE,DE,B3-5,역사
b3-5_71347_86324_G_de_1,Der Jahreskreis der Anna Neuherz,Franz Weinzettl,AVAILABLE,DE,B3-5,역사
b3-5_56058_86324_L_de_1,Auf halber Höhe,Franz Weinzettl,AVAILABLE,DE,B3-5,문학
b3-5_53764_86324_L_de_1,Zwischen Nacht und Tag,Franz Weinzettl,AVAILABLE,DE,B3-5,문학
b3-5_55191_86324_L_de_1,Der Freiheit eine gasse,Franz Weinzettl,AVAILABLE,DE,B3-5,문학
b3-5_35656_61184_L_de_1,Die Ermittlung Oratorium in 11 Gesängen,Peter Weiss,AVAILABLE,DE,B3-5,문학
b3-5_56929_61184_G_de_1,Die Verfolgung und Ermordung Jean Paul Marats,Peter Weiss,AVAILABLE,DE,B3-5,역사
b3-5_47526_85503_L_de_1,Materialien zu Peter Weiss'>Marat/Sade,Günther Busch,AVAILABLE,DE,B3-5,문학
b3-5_97392_58775_L_de_1,Peter Weiss Drei Dramen,Fred Müller,AVAILABLE,DE,B3-5,문학
b3-5_96525_61184_L_de_1,Die Verfolgung und Ermordung Jean Paul Marats dargestellt durch die Schauspielgruppe des Hospizes zu Charenton unter Anleitung des Herrn de Sade,Peter Weiss,AVAILABLE,DE,B3-5,문학
b3-5_47526_61184_L_de_1,Materialien zu Peter Weiss'>Marat/Sade,Peter Weiss,AVAILABLE,DE,B3-5,문학
b3-5_97392_58775_L_de_2,Peter Weiss Drei Dramen,Fred Müller,AVAILABLE,DE,B3-5,문학
b3-5_08146_97255_L_de_1,Die Galeere,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_73252_97255_L_de_1,Franziska,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_97590_97255_SZ_de_1,Mensch gegen Mensch,Ernst Weiß,AVAILABLE,DE,B3-5,사회과학
b3-5_63605_97255_G_en_1,Nahar,Ernst Weiß,AVAILABLE,EN,B3-5,역사
b3-5_46721_97255_L_de_1,Tiere in Ketten,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_04982_97255_L_de_1,Die Feuerprobe,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_96849_97255_G_de_1,Der Fall Vukobrankovics,Ernst Weiß,AVAILABLE,DE,B3-5,역사
b3-5_24355_97255_L_de_1,Männer in der Nacht,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_89929_97255_L_de_1,Der Aristokrat,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_85473_97255_L_de_1,Georg Letham Arzt und Mörder,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_23120_97255_L_de_1,Der Gefängnisarzt oder Die Vaterlosen,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_61046_97255_L_de_1,Der arme Verschwender,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_10216_97255_L_de_1,Der Verführer,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_95617_97255_L_de_1,Der Augenzeuge,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_48437_97255_L_de_1,Die Erzählungen,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_63512_97255_L_de_1,Die Kunst des Erzählens,Ernst Weiß,AVAILABLE,DE,B3-5,문학
b3-5_45676_21529_L_de_1,Einfach dazugehören,Renate Welsh,AVAILABLE,DE,B3-5,문학
b3-6_90005_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2002/2003,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_25090_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2001/2002,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_41180_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2000/2001,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_05554_24710_SP_de_1,Komparastik - Mitteilungen 1998,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_52306_24710_SP_de_1,Komparastik - Mitteilungen 1997,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_02402_24710_SP_de_1,Komparastik - Mitteilungen 1996,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_09167_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2005/2006,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_53503_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2004/2005,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_77965_24710_SP_de_1,Komparastik - Jahrbuch der DGAVL 2003/2004,DGAVL,AVAILABLE,DE,B3-6,어학
b3-6_80634_37586_SP_kr_1,게르만 어문학 제 12집,한국외국어대학교 게르만어문학 연구회,AVAILABLE,KR,B3-6,어학
b3-6_80634_37586_SP_kr_2,게르만 어문학 제 12집,한국외국어대학교 게르만어문학 연구회,AVAILABLE,KR,B3-6,어학
b3-6_80634_37586_SP_kr_3,게르만 어문학 제 12집,한국외국어대학교 게르만어문학 연구회,AVAILABLE,KR,B3-6,어학
b3-6_97616_98353_SZ_de_1,Menschen aus dem Norden Menschen aus dem Süden,Lee Hochol,AVAILABLE,DE,B3-6,사회과학
b3-6_01029_00295_L_de_1,Der Steppenwolf,Hermann Hesse,AVAILABLE,DE,B3-6,문학
b3-6_47663_35196_SP_de_1,Praxisprobelme im Sprachunterricht,Bernd-Dietrich Müller und Gerhard Neuner,AVAILABLE,DE,B3-6,어학
b3-6_31336_81516_SZ_de_1,Die Parteien der Bundesrepublik Deutschland,Ossip K. Flechtheim,AVAILABLE,DE,B3-6,사회과학
b3-6_84887_09381_G_de_1,Die Geschichte der Sukhyang,Pepperkorn,AVAILABLE,DE,B3-6,역사
b3-6_39677_91645_G_en_1,Mirok Li Iyagi,Kyu-Hwa Chung,AVAILABLE,EN,B3-6,역사
b3-6_57634_03241_SZ_de_1,Förderungsmöglichkeiten für deutsche und ausländische Hochschulangehörige,DAAD,AVAILABLE,DE,B3-6,사회과학
b3-6_46669_50982_SZ_de_1,Aufbau einer nationalen Gemeinschaft durch einen koreanischen Bund,Koreanischer Auslandinformationsdienst,AVAILABLE,DE,B3-6,사회과학
b3-6_44001_91678_SZ_de_1,Die Idee der Sozialwissenschaft und ihr Verhältnis zur Philosophie,Peter Winch,AVAILABLE,DE,B3-6,사회과학
b3-6_19656_08743_L_de_1,Romantische Prosa,Heinrich von Ofterdingen,AVAILABLE,DE,B3-6,문학
b3-6_36424_04542_L_de_1,Die Mohnblume im Haar,Moon Chung-hee,AVAILABLE,DE,B3-6,문학
b3-6_94683_58520_SZ_de_1,"Feminismus - Geschichte, Theorie, Praxis",Jutta Menschik,AVAILABLE,DE,B3-6,사회과학
b3-6_97024_96989_L_de_1,Weiblichkeit,Susan Brownmiler,AVAILABLE,DE,B3-6,문학
b3-6_26286_51096_L_de_1,Moderne koreanische Erzählungen,K. S. Kuh,AVAILABLE,DE,B3-6,문학
b3-6_28876_66153_L_de_1,Literatur und Gesellschaft in der Bundesrepublik Deutschland - Neue Tendenzen der Gegenwartsliteratur,Hansgerd Schulte,AVAILABLE,DE,B3-6,문학
b3-6_98936_20502_L_de_1,Mélange,Paul Valéry,AVAILABLE,DE,B3-6,문학
b3-6_21763_01264_L_de_2,Der Sturm und Drang,Roy Pascal,AVAILABLE,DE,B3-6,문학
b3-6_19656_08743_L_de_2,Romantische Prosa,Heinrich von Ofterdingen,AVAILABLE,DE,B3-6,문학
b3-6_30011_65129_SZ_de_1,Die doppelte Staatsgründung - Deutsche Geschichte 1945-1955,Christoph Kleßmann,AVAILABLE,DE,B3-6,사회과학
b3-6_17928_01303_SZ_de_1,Praxis und Theorie der Individualpsychologie,Alfred Adler,AVAILABLE,DE,B3-6,사회과학
b3-6_77655_45507_L_de_1,Der Fuchs im Hühnerstall,Ephraim Kishon,AVAILABLE,DE,B3-6,문학
b3-6_07294_41130_L_en_1,Mephisto,Klaus Mann,AVAILABLE,EN,B3-6,문학
b3-6_73044_72914_L_de_1,Thomans Bernhard,Manfred Mittermeyer,AVAILABLE,DE,B3-6,문학
b3-6_31534_65500_L_de_1,Der Keller - Eine Entziehung,Thomas Bernhard,AVAILABLE,DE,B3-6,문학
b3-6_91925_65500_L_de_3,Ein Kind,Thomas Bernhard,AVAILABLE,DE,B3-6,문학
b3-6_73044_60812_L_de_1,Thomans Bernhard,Hans Höller,AVAILABLE,DE,B3-6,문학
b3-6_01887_48707_L_de_3,Aus Gesprächen mit Thomas Bernhard,Kurt Hofmann,AVAILABLE,DE,B3-6,문학
b3-6_58778_93339_L_kr_1,검은 윤곽 (Die Schattenlinie),탕크레트 도르스트 (Tankred Dorst),AVAILABLE,KR,B3-6,문학
b3-6_94073_15537_L_de_1,Kabale und Liebe,Schiller,AVAILABLE,DE,B3-6,문학
b4-1_36676_86340_L_de_1,Das Grals-Geheimnis,"Peter Fiebag, Johannes Fiebag",AVAILABLE,DE,B4-1,문학
b4-1_61477_07273_L_de_1,Goya oder Der arge Weg der Erkenntnis Roman,Lion Feuchtwanger,AVAILABLE,DE,B4-1,문학
b4-1_50830_88164_SZ_de_1,Was auffällige Kinder uns sagen wollen,"G.Finger, T.Simon-Wundt",AVAILABLE,DE,B4-1,사회과학
b4-1_06041_63776_L_en_1,Outgrowing,"Dietmar Fink, Christoph Wamser",AVAILABLE,EN,B4-1,문학
b4-1_17822_45021_L_de_1,Die Charite,Ernst Peter Fischer,AVAILABLE,DE,B4-1,문학
b4-1_30826_55748_L_de_1,"Das Wichtigste ist, sich selber treu zu bleiben",Erica Fischer,AVAILABLE,DE,B4-1,문학
b4-1_25539_53244_SZ_de_1,"50 Einfache Dinge, Die sie über unsere Wirtschaft wissen sollten",Heiner Flassbeck,AVAILABLE,DE,B4-1,사회과학
b4-1_55292_88918_L_de_1,Vom Glück der Achtsamkeit,Walter Flemmer,AVAILABLE,DE,B4-1,문학
b4-1_77622_40328_L_de_1,Die Eiserne Mauer,Heiko Flottau,AVAILABLE,DE,B4-1,문학
b4-1_94177_31866_L_de_1,Die Kinder der Killing Fields,Erich Follath,AVAILABLE,DE,B4-1,문학
b4-1_24409_47719_L_de_1,Dünne Luft,Jens Flottau,AVAILABLE,DE,B4-1,문학
b4-1_36652_01621_SZ_de_1,Die 10 Gebote für ein Gesundes Unternehmen,Cay von Fournier,AVAILABLE,DE,B4-1,사회과학
b4-1_60331_32562_L_de_1,Einfach glücklich sein!,Pierre Franckh,AVAILABLE,DE,B4-1,문학
b4-1_57880_43918_G_de_1,Ab Heute Alles Anders!,Joachim Franz,AVAILABLE,DE,B4-1,역사
b4-1_06162_93808_SZ_de_1,Im Sahtten der Familie Freud,Sophie Freud,AVAILABLE,DE,B4-1,사회과학
b4-1_03898_01621_L_de_1,Der Perfekte Chef,Cay von Fournier,AVAILABLE,DE,B4-1,문학
b4-1_29735_69780_L_de_1,Schwarzes Feuer Roman,Katharina Franck,AVAILABLE,DE,B4-1,문학
b4-1_76236_45027_SZ_de_1,Lebensraum Schule,Max H.Friedrich,AVAILABLE,DE,B4-1,사회과학
b4-1_10884_27654_SZ_de_1,Das Lehrerbuch,Peter Michal Friedrichs,AVAILABLE,DE,B4-1,사회과학
b4-1_21932_40034_L_de_1,Das Leben ist kein Ponyhof,Lara Fritzsche,AVAILABLE,DE,B4-1,문학
b4-1_67222_91550_L_de_1,Der Mensch und seine Zeichen,Adrian Frutiger,AVAILABLE,DE,B4-1,문학
b4-1_75897_75362_L_de_1,Hand Analyse,Alice Funk,AVAILABLE,DE,B4-1,문학
b4-1_20521_01142_L_de_1,Das Gehirn,Hans Günter Gassen,AVAILABLE,DE,B4-1,문학
b4-1_86550_03393_L_en_1,Ou Topos,Heiner Geißler,AVAILABLE,EN,B4-1,문학
b4-1_49900_88417_SP_en_1,Forensic Entomology,Dorothy Gennard,AVAILABLE,EN,B4-1,어학
b4-1_17531_52484_SZ_de_1,Fünfzehn Dollar für ein Leben,Daniel Gerber,AVAILABLE,DE,B4-1,사회과학
b4-1_83839_50851_L_de_1,"Hallo Jonas, wer ist Gott",Lauras Briefe,AVAILABLE,DE,B4-1,문학
b4-1_35847_88924_G_de_1,Nie mehr zurück in dieses Land,Herausgegeben von Uta Gerhardt und Thomas Karlauf,AVAILABLE,DE,B4-1,역사
b4-1_19223_51471_L_de_1,Goether Mutter,Dagmar von Gersdorff,AVAILABLE,DE,B4-1,문학
b4-1_27573_52926_L_de_1,Die Unfähigkeit zu Zweifeln,Mario Gmür,AVAILABLE,DE,B4-1,문학
b4-1_22234_66212_L_de_1,Rembrandts Garten,Katja von Glan,AVAILABLE,DE,B4-1,문학
b4-1_86162_48610_SZ_de_1,Machine to Machine Kommunikation,"Alex Glanz, Oliver Jung",AVAILABLE,DE,B4-1,사회과학
b4-1_58053_12762_G_de_1,Landschaften eines Krieges Ö Tschetschenien edition suhrkamp,Juan Goytisolo,AVAILABLE,DE,B4-1,역사
b4-1_73432_53393_L_de_1,Die wichtigsten Philosophen,Anton Grabner-Haider,AVAILABLE,DE,B4-1,문학
b4-1_96123_04651_G_de_1,Verhandlungen gewinnt man im Kopf,Frider Gamm,AVAILABLE,DE,B4-1,역사
b4-2_79398_18544_L_de_1,Adler fressen keine Fliegen,Günter F. Gross,AVAILABLE,DE,B4-2,문학
b4-2_74569_36132_L_en_1,Jean Cocteau&Pablo Picasso,Sebastian Goeppert et al.,AVAILABLE,EN,B4-2,문학
b4-2_33409_00992_G_de_1,Sisi und ihre Familie,Sigrid Maria Größing,AVAILABLE,DE,B4-2,역사
b4-2_40269_48562_SZ_de_1,Das kommunistische Postskriptum,Boris Groys,AVAILABLE,DE,B4-2,사회과학
b4-2_31815_85599_L_de_1,Angstfrei in Minuten,Dr.Isa Grüber,AVAILABLE,DE,B4-2,문학
b4-2_91775_39555_G_de_1,Ich will eine Welt ohne Kriege,Arno Gruen,AVAILABLE,DE,B4-2,역사
b4-2_71324_37291_L_de_1,Buch der Lebenskunst,Anselm Grün,AVAILABLE,DE,B4-2,문학
b4-2_44736_37291_L_de_1,Verwandle deine Angst,Anselm Grün,AVAILABLE,DE,B4-2,문학
b4-2_53322_49690_SZ_de_1,Was ist die Seele?,Anselm Grün et al.,AVAILABLE,DE,B4-2,사회과학
b4-2_71625_43294_L_de_1,Wir Alphamädchen,Meredith Haaf et al.,AVAILABLE,DE,B4-2,문학
b4-2_22295_43352_SZ_de_1,Meine Jahre mit Volkswagen,Carl H. Hahn,AVAILABLE,DE,B4-2,사회과학
b4-2_82284_02063_SZ_de_1,Mathematik sehen und verstehen,Dörte Haftendorn,AVAILABLE,DE,B4-2,사회과학
b4-2_97011_05789_SZ_de_1,Das Uhrenstellinstitut,Ahmet Hamdi Tanpinar,AVAILABLE,DE,B4-2,사회과학
b4-2_68137_10500_L_de_1,Gesund durch Entsäuerung,Harald Hosch,AVAILABLE,DE,B4-2,문학
b4-2_05154_78313_L_de_1,Energie-Vampire mit Liebe besiegen,Dorothy Harbour,AVAILABLE,DE,B4-2,문학
b4-2_34560_90849_SZ_de_1,Markt und Macht,Norbert Häring,AVAILABLE,DE,B4-2,사회과학
b4-2_63960_01145_L_de_1,Alles über die Liebe,Manfred Hassebrauck,AVAILABLE,DE,B4-2,문학
b4-2_86008_38421_G_en_1,China takeaway,Hans Hauenschield,AVAILABLE,EN,B4-2,역사
b4-2_46219_99179_G_en_1,Think Limbic!,Hans-Georg Häusel,AVAILABLE,EN,B4-2,역사
b4-2_43123_15083_SZ_de_1,"50 einfache Dinge, die Sie über gutes Essen wissen sollten",Markus Haxter,AVAILABLE,DE,B4-2,사회과학
b4-2_70452_82910_L_de_1,Wahre Freunde,Martin Hecht,AVAILABLE,DE,B4-2,문학
